Name,Nation,Club,Position,Age,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,Sprint,Positioning,Finishing,Long,Volleys,Penalties,Vision,Crossing,Free,Curve,Agility,Balance,Reactions,Composure,Interceptions,Heading,Sliding,Jumping,Stamina,Strength,Aggression,Att work rate,Def work rate,Preferred foot,Weak foot,Skill moves,Gender,GK
Mikaël Mandron,France,St. Mirren,ST,28,61,58,59,51,57,45,79,62,55,61,59,43,54,63,58,47,43,52,52,53,59,63,42,61,39,77,80,83,66,Medium,High,Left,3,3,M,
Richonell Margaret,Holland,RKC Waalwijk,LM,23,61,77,59,54,66,23,52,76,77,55,59,48,50,57,56,54,40,54,82,62,57,54,18,52,17,68,40,63,35,Medium,Medium,Right,3,3,M,
Daniel Margush,Australia,WS Wanderers,GK,25,61,63,57,60,10,30,58,30,30,7,8,22,10,12,42,14,14,14,32,32,53,49,15,13,12,55,28,63,25,Medium,Medium,Right,2,1,M,64
Shaho Maroufi,Iran,Stade-Lausanne,CM,30,61,62,55,62,64,42,47,65,60,65,48,63,42,62,63,54,56,58,64,69,65,66,42,44,43,45,46,48,44,Medium,Medium,Right,3,2,M,
Leonardo Marson,Italy,Cosenza,GK,25,61,62,60,62,12,20,60,21,18,7,8,27,8,16,46,15,11,12,30,30,48,48,7,11,15,53,27,67,29,Medium,Medium,Left,3,1,M,62
Derlis Martínez,Paraguay,Gral. Caballero,LM,23,61,72,60,56,61,22,47,71,72,57,60,53,61,50,57,60,40,50,63,78,54,42,16,44,20,48,63,45,33,Medium,Medium,Left,3,3,M,
Laureano Martínez,Argentina,Talleres,GK,21,61,63,62,59,5,23,61,23,24,6,8,24,5,16,51,11,10,10,27,34,40,27,12,13,10,53,23,62,27,Medium,Medium,Right,3,1,M,64
Esteban Matus,Chile,Audax Italiano,LB,21,61,69,51,57,60,53,60,67,71,56,54,59,36,56,58,49,43,41,73,70,56,53,57,38,61,54,69,65,37,Medium,Medium,Left,3,2,M,
Iba May,Germany,Austria Klagenfurt,CDM,25,61,63,48,53,58,58,69,62,63,46,46,57,38,44,43,53,36,39,59,62,60,47,57,51,62,66,61,73,70,Medium,High,Right,2,2,M,
Eliezer Mayenda,Spain,Sunderland,ST,18,61,56,60,54,62,29,59,56,56,66,64,55,55,65,44,55,55,55,58,65,51,50,30,59,30,64,58,67,40,Medium,Low,Left,2,2,M,
Ibrahim Maza,Germany,Hertha Berlin,CAM,17,61,70,58,58,67,41,50,71,69,50,59,57,50,58,55,58,54,54,75,71,57,61,44,46,43,54,57,50,40,Medium,Medium,Right,2,4,M,
Bradley Mazikou,France,Servette FC,LB,27,61,70,31,49,56,59,45,71,70,47,29,44,31,40,38,64,37,51,69,72,58,56,60,46,60,45,57,36,50,Medium,Medium,Right,3,2,M,
Malick Mbaye,Senegal,FC Metz,RM,19,61,81,62,52,59,26,52,82,80,60,66,49,57,59,55,54,42,55,64,79,45,55,20,50,24,63,58,51,45,High,Low,Right,2,3,M,
Jake McGing,Australia,Macarthur FC,RB,29,61,68,40,52,53,58,74,65,71,50,37,56,32,36,50,50,39,48,61,59,59,57,57,58,58,74,69,80,67,Medium,Medium,Right,3,2,M,
Ryan McLaughlin,Northern Ireland,St. Pats,RB,29,61,72,49,55,55,56,63,70,74,50,49,54,33,48,55,59,52,54,76,77,57,53,57,51,56,63,70,62,59,High,Medium,Right,3,3,M,
Callum McManaman,England,Wigan Athletic,RW,32,61,68,57,56,64,27,61,65,71,59,55,51,55,59,59,58,54,51,80,72,57,58,29,36,24,52,54,61,71,Medium,Medium,Right,4,3,M,
Charlie McNeill,England,Stevenage,ST,20,61,73,60,55,57,22,60,74,72,61,62,47,58,54,57,60,33,61,72,75,58,62,23,50,17,66,63,63,48,Medium,Medium,Right,4,2,M,
Rick Meissen,Holland,Sparta Rotterdam,CB,21,61,51,33,42,42,60,71,49,52,26,30,48,33,46,30,29,36,31,40,60,57,56,61,64,59,73,64,81,53,Medium,Medium,Right,3,2,M,
Rollin Menayese,Wales,Walsall,CB,25,61,72,30,44,47,59,73,71,73,33,25,47,24,36,38,42,29,30,62,62,56,58,56,58,58,75,70,75,71,Medium,Medium,Right,2,2,M,
Jacob Mendy,Gambia,Wrexham AFC,LWB,26,61,89,42,51,57,53,70,88,90,49,35,41,30,40,53,58,36,48,74,71,50,55,49,45,55,72,76,70,62,High,Medium,Left,3,2,M,
Osky,Spain,R. Oviedo,LB,18,61,75,44,52,62,53,50,74,75,53,41,50,37,38,41,63,41,60,73,69,56,42,57,31,59,41,63,43,51,High,Medium,Left,2,3,M,
Chris Merrie,England,Tranmere Rovers,CM,24,61,64,53,58,57,58,67,65,64,57,51,60,46,50,60,49,49,52,58,72,60,59,61,47,57,59,73,65,64,Medium,Medium,Left,3,2,M,
Metinho,Brazil,Sparta Rotterdam,CDM,20,61,64,48,57,63,60,56,63,64,59,45,60,42,61,52,51,40,41,65,47,59,65,51,66,60,58,68,47,61,High,Medium,Right,2,2,M,
Jonas Michelbrink,Germany,MSV Duisburg,CAM,22,61,60,46,59,68,39,38,63,57,55,45,59,39,44,62,52,45,54,75,73,55,49,41,38,30,35,53,33,34,Medium,Low,Right,3,3,M,
Leonel Miguel,Holland,R. Sporting,CB,22,61,52,27,42,36,61,63,49,55,28,21,47,32,43,31,32,30,33,47,63,56,43,58,68,65,65,63,66,55,Medium,Medium,Right,3,2,M,
Nikola Mileusnić,Australia,Brisbane Roar,ST,30,61,90,58,54,62,35,61,89,91,63,55,45,55,52,55,55,62,57,77,72,61,55,33,44,30,66,71,62,45,Medium,Medium,Right,4,3,M,
David Min,Holland,RKC Waalwijk,ST,24,61,55,62,52,48,25,64,54,55,59,66,39,60,66,56,49,38,51,54,66,56,54,18,68,21,74,56,77,41,Medium,Medium,Right,3,2,M,
Jostyn Mina,Ecuador,CS Emelec,GK,22,61,62,61,62,10,29,49,28,30,9,8,24,10,17,35,11,15,12,42,29,66,30,14,12,16,52,26,58,28,Medium,Medium,Right,2,1,M,63
Alan Mariano Miño,Argentina,Belgrano,CAM,29,61,54,44,61,70,48,36,53,54,53,45,68,39,44,62,43,41,48,52,83,56,59,35,52,52,39,34,30,51,Medium,Medium,Right,3,3,M,
Akash Mishra,India,Mumbai City FC,LB,21,61,75,39,51,55,55,70,74,75,46,38,53,26,30,46,52,35,49,70,70,47,45,55,43,57,69,90,68,49,Medium,Low,Left,4,2,M,
Jeppe Arctander Moe,Norway,Aalesunds FK,LWB,28,61,65,35,55,55,57,61,67,64,46,28,54,28,39,49,59,52,55,62,68,56,55,57,55,57,62,69,58,59,High,Medium,Left,3,2,M,
Estivel Moreira,Paraguay,Guaraní,CM,24,61,71,47,60,51,54,56,72,70,54,43,63,36,52,61,51,49,41,65,84,55,55,58,47,58,48,72,44,68,Medium,Medium,Right,3,2,M,
Valdeci,Brazil,Tacuary,ST,28,61,62,65,46,54,23,48,62,62,59,66,40,59,51,41,34,45,32,69,53,53,44,18,63,19,61,53,54,23,High,Medium,Right,3,2,M,
Nathan Moriah-Welsh,Guyana,AFC Bournemouth,CM,21,61,70,54,59,61,53,63,71,69,58,53,60,37,47,58,55,36,61,84,87,61,61,50,48,58,56,75,53,74,High,High,Right,3,2,M,
Rodrigo Morínigo,Paraguay,Libertad,GK,25,61,59,57,60,8,29,61,33,22,11,9,10,10,9,39,8,12,11,37,38,56,28,11,7,9,45,30,48,20,Medium,Medium,Right,2,1,M,64
Louis Mouton,France,Pau FC,CM,21,61,66,40,57,55,55,63,67,65,61,33,61,42,42,61,40,37,42,62,64,65,53,58,51,56,62,66,62,63,Medium,Medium,Right,3,2,M,
Agon Mucolli,Albania,Varbergs BoIS,LW,25,61,72,53,56,62,34,52,75,69,61,54,46,46,50,60,55,48,54,88,78,58,62,28,32,40,49,63,52,37,High,Medium,Right,3,4,M,
Jack Muldoon,England,Harrogate Town,ST,34,61,79,60,52,60,23,64,78,79,59,60,49,55,63,52,50,49,53,73,71,60,58,15,58,16,72,83,61,46,High,High,Right,2,2,M,
Toby Mullarkey,England,Grimsby Town,CB,26,61,65,33,47,49,60,69,62,67,39,32,52,28,35,44,43,29,42,52,48,58,48,59,61,59,74,64,76,54,Medium,Medium,Right,3,2,M,
Josh Mulligan,Scotland,Dundee FC,RB,20,61,81,53,54,60,52,62,78,83,47,53,52,39,49,51,55,48,51,78,70,62,53,54,47,51,66,70,63,46,High,High,Right,3,2,M,
Ian Murphy,United States,FC Cincinnati,CB,23,61,64,28,40,56,63,66,68,60,49,25,28,29,34,35,50,33,29,59,54,56,45,59,57,60,66,72,63,64,Medium,High,Left,2,2,M,
Fraser Murray,Scotland,Kilmarnock,LM,24,61,69,58,60,56,50,50,68,70,57,57,58,57,57,61,63,65,66,75,74,58,58,56,36,50,43,66,48,39,High,Medium,Right,3,3,M,
Alexandru Musi,Romania,FC Petrolul,RW,19,61,81,54,52,64,27,52,82,81,54,56,47,38,50,57,51,35,55,86,72,49,61,25,48,25,61,63,50,40,Medium,Medium,Right,3,3,M,
Joseph N'Duquidi,France,FC Metz,CDM,18,61,68,46,59,65,60,63,67,69,53,37,57,34,56,62,53,50,59,67,60,58,59,57,60,62,68,63,63,62,Medium,Medium,Right,3,2,M,
Takuhiro Nakai,Japan,Real Madrid,CAM,19,61,58,50,59,70,31,46,53,62,50,50,63,48,48,70,42,52,50,53,66,53,61,22,43,38,43,46,50,37,Medium,Medium,Right,4,3,M,
Abdenego Nankishi,Germany,Heracles Almelo,LW,21,61,81,51,52,70,29,47,87,76,47,51,47,50,47,46,52,39,56,76,77,61,57,50,30,19,60,61,46,27,Medium,Low,Right,3,3,M,
Hampus Näsström,Sweden,IFK Värnamo,CDM,28,61,48,36,50,40,59,74,52,45,43,28,57,38,42,42,38,42,38,44,57,56,58,58,61,55,73,71,82,58,Medium,High,Right,2,2,M,
Noah Naujoks,Holland,Excelsior,CAM,21,61,66,57,56,57,54,69,67,65,66,63,60,45,53,57,47,40,44,57,61,63,58,54,55,60,66,81,65,66,High,High,Right,3,3,M,
Elliott Nevitt,England,Crewe Alexandra,ST,26,61,73,58,46,56,27,79,73,73,57,58,40,53,53,53,38,35,37,64,77,56,52,20,62,19,84,79,85,64,High,Low,Right,3,2,M,
Alex Newby,England,Colchester,RM,27,61,80,59,55,62,37,53,80,80,55,55,51,51,59,56,55,65,63,83,81,54,58,38,47,38,60,62,53,42,High,Medium,Right,5,3,M,
Steve Ngoura,France,Havre AC,ST,18,61,53,61,44,64,19,53,56,51,64,62,39,56,62,49,29,36,35,61,58,61,60,11,59,14,60,55,59,33,Medium,Medium,Right,3,3,M,
Stefan Nigro,Australia,Melb. Victory,RB,27,61,69,37,56,60,55,62,72,66,58,33,57,28,41,59,55,37,45,76,73,54,60,63,42,55,58,64,63,57,Medium,Medium,Right,3,3,M,
Aleksander D. Nilsson,Sweden,Sandefjord,CM,21,61,66,48,56,60,51,53,68,65,58,41,63,40,41,63,38,37,42,73,72,57,51,57,42,50,48,71,51,39,Medium,Medium,Right,3,2,M,
Obed Nkambadio,France,Paris FC,GK,20,61,63,58,58,8,30,57,31,28,5,8,25,5,17,39,13,14,10,39,41,58,36,11,11,14,45,20,47,20,Medium,Medium,Right,2,1,M,64
Junior Noguera,Paraguay,Cerro Porteño,LM,21,61,75,56,55,72,24,44,75,75,47,55,43,45,60,49,60,51,58,71,72,53,46,24,31,27,45,50,47,31,Medium,Medium,Left,3,3,M,
Tsiki Ntsabeleng,South Africa,FC Dallas,CM,25,61,72,59,62,67,51,57,69,75,62,61,50,46,47,70,59,46,58,70,79,55,64,46,52,37,59,59,55,59,High,Medium,Right,3,2,M,
Kieran O'Hara,Republic of Ireland,Kilmarnock,GK,27,61,62,58,58,16,46,60,49,41,13,14,29,13,13,36,12,11,13,50,57,58,44,25,15,19,55,41,51,25,Medium,Medium,Right,2,1,M,62
John O'Sullivan,Republic of Ireland,Bohemian FC,RM,30,61,71,58,56,61,54,67,72,71,61,56,53,51,55,60,51,56,55,68,42,58,62,55,55,52,70,68,66,68,High,Medium,Right,3,3,M,
Connor O'Toole,Australia,Western United,LB,26,61,76,32,50,61,56,61,75,77,63,34,51,31,30,50,55,31,33,72,80,52,53,60,49,56,63,75,61,42,Medium,Medium,Left,2,2,M,
Linus Obexer,Switzerland,Stade-Lausanne,LB,26,61,70,35,44,58,57,61,70,70,51,36,39,31,40,40,54,30,36,70,77,54,41,53,59,60,64,75,56,55,Medium,Medium,Left,2,2,M,
Emeka Oduah,Germany,VfL Osnabrück,LW,21,61,81,56,50,63,26,60,79,82,58,58,38,52,52,48,58,32,46,66,56,56,53,26,44,22,67,60,71,33,Medium,Medium,Right,3,3,M,
Shadrach Ogie,Republic of Ireland,Gillingham,CB,22,61,75,36,47,51,59,71,73,76,38,35,46,30,35,45,43,25,37,45,59,55,54,60,56,58,84,72,75,56,High,High,Left,3,2,M,
Ben Old,New Zealand,Well. Phoenix,CAM,21,61,77,51,58,68,43,65,82,73,54,51,56,45,51,60,54,53,54,81,88,51,56,44,40,42,60,72,58,75,High,Medium,Left,2,3,M,
Andrea Oliveri,Italy,Catanzaro,RM,20,61,69,53,60,62,37,46,68,69,56,56,55,48,52,61,64,50,62,68,67,50,52,40,42,33,44,51,46,38,Medium,Medium,Right,3,3,M,
David Olsson,Sweden,Varbergs BoIS,GK,26,61,59,60,59,15,48,59,48,47,20,16,17,19,17,41,19,19,20,39,57,56,43,17,16,13,62,35,62,22,Medium,Medium,Right,2,1,M,63
Halvor Rødølen Opsahl,Norway,HamKam Fotball,CB,21,61,57,25,40,40,61,63,55,59,26,22,46,22,39,30,30,20,30,47,64,58,41,60,58,61,64,56,70,55,Medium,Medium,Right,3,2,M,
Orri Óskarsson,Iceland,F.C. København,ST,19,61,68,61,53,60,28,66,67,69,59,63,49,54,60,55,44,55,51,62,69,55,57,24,59,22,71,64,72,52,Medium,Medium,Right,3,2,M,
Moses Otuali,Nigeria,B. Dortmund II,ST,21,61,87,59,45,62,23,56,84,90,60,64,32,56,59,44,36,37,52,71,70,58,58,22,48,19,68,60,62,32,Medium,Medium,Right,3,3,M,
Kassoum Ouattara,France,Amiens SC,LWB,18,61,68,40,52,55,56,65,65,70,55,40,45,35,35,45,59,35,39,66,70,59,48,52,59,58,66,68,65,59,Medium,Medium,Left,2,2,M,
Lautaro Ovando,Argentina,Talleres,ST,20,61,65,60,48,63,23,62,63,67,59,65,53,40,64,48,36,34,39,64,71,55,50,20,61,22,67,65,63,52,High,Medium,Right,3,2,M,
Nicolás Palavecino,Argentina,Estudiantes,RM,20,61,63,61,62,60,46,53,66,61,58,60,62,56,57,62,60,65,59,64,53,47,52,29,49,57,57,52,59,39,Medium,Medium,Left,3,3,M,
Park Chan Yong,Korea Republic,Pohang Steelers,CB,27,61,61,31,45,22,60,65,62,61,32,24,57,23,39,47,21,22,33,60,52,53,51,57,62,63,73,60,74,49,Medium,Medium,Right,3,2,M,
Park Cheol Woo,Korea Republic,Suwon FC,LB,25,61,66,42,45,63,57,54,60,71,60,39,37,42,35,47,58,33,42,62,66,59,57,62,35,56,40,73,45,57,Medium,Medium,Left,3,2,M,
Kaheem Parris,Jamaica,Dynamo Kyiv,RM,23,61,74,48,56,63,26,47,74,74,57,54,56,39,47,58,60,39,36,66,72,45,42,23,31,27,45,61,46,32,Medium,Medium,Left,2,3,M,
Răzvan Patriche,Romania,FC Dinamo 1948,CB,37,61,41,30,45,41,60,68,43,40,32,30,53,30,34,31,30,35,33,38,53,57,56,62,60,58,64,54,73,73,Medium,High,Right,2,2,M,
Phoenix Patterson,Scotland,Fleetwood Town,LM,23,61,82,54,60,61,45,46,80,83,52,50,58,52,60,58,56,54,59,67,77,56,63,38,52,45,59,38,45,53,Medium,Low,Left,3,3,M,
Cristian Paz,Argentina,FC Voluntari,CB,28,61,53,34,35,39,62,70,53,53,24,33,37,37,42,29,29,39,33,49,49,56,53,53,66,54,73,54,79,65,Low,Medium,Right,2,2,M,
Kjell Peersman,Belgium,PSV,GK,19,61,61,64,61,9,21,61,15,31,7,8,16,9,10,38,10,12,13,23,22,44,25,11,14,11,36,23,42,17,Medium,Medium,Right,3,1,M,63
Pei Shuai,China PR,Shenzhen FC,CB,30,61,72,48,54,47,59,70,71,72,51,45,55,33,35,53,51,56,35,64,63,61,53,53,61,60,77,70,74,57,Medium,Medium,Right,4,2,M,
Dženan Pejčinović,Germany,VfL Wolfsburg,ST,18,61,58,60,52,61,24,59,62,54,62,65,48,45,53,60,40,39,46,65,52,60,57,21,63,18,67,54,63,52,Medium,Medium,Left,3,3,M,
Matti Peltola,Finland,HJK Helsinki,CB,21,61,65,35,55,52,62,64,66,64,42,30,58,35,20,53,52,35,38,56,53,62,56,61,58,61,67,69,66,50,Medium,High,Right,2,2,M,
Dion Pereira,England,Sutton United,RM,24,61,79,58,55,61,34,53,80,79,56,57,51,59,56,58,54,51,62,80,85,55,58,29,50,34,62,56,51,54,High,Medium,Left,3,3,M,
Brayann Pereira,France,N.E.C. Nijmegen,RB,20,61,71,33,53,65,56,45,74,69,41,32,56,37,31,46,63,29,48,77,81,58,49,56,37,62,41,45,36,69,Medium,Medium,Right,2,2,M,
Dylan Perera,Spain,CD Tenerife,CAM,20,61,69,56,60,71,48,46,70,69,52,57,60,54,61,62,53,53,61,77,82,49,69,42,51,57,48,54,42,44,Medium,Medium,Left,3,3,M,
Hugo Pérez,Spain,Villarreal CF B,CB,20,61,56,41,47,38,62,59,57,56,29,36,58,31,45,42,32,29,33,63,51,60,43,61,65,62,63,60,58,60,Medium,Medium,Right,3,2,M,
Jeremías Pérez Tica,Argentina,Newell's,ST,20,61,59,64,51,56,22,55,61,58,60,66,44,55,55,51,57,37,48,62,75,55,53,19,63,17,65,54,59,43,Medium,Medium,Right,3,2,M,
Sonny Perkins,England,Oxford United,CAM,19,61,69,61,53,61,24,62,66,71,61,61,50,57,58,60,43,42,54,65,64,59,60,20,55,20,66,61,67,49,High,Medium,Left,4,3,M,
Barne Pernot,Germany,SC Verl,CB,24,61,69,32,46,59,60,66,72,66,30,25,52,28,31,48,24,23,35,62,59,61,55,60,62,58,74,66,68,58,Medium,High,Right,3,2,M,
Nebiyou Perry,United States,Nashville SC,LM,24,61,75,49,55,65,28,40,76,74,55,51,55,47,46,55,52,35,45,80,80,52,59,25,38,28,42,47,35,45,Medium,Medium,Right,3,3,M,
Jakob V. Persson,Sweden,IK Sirius,CB,23,61,54,27,46,46,58,71,54,54,39,22,56,22,32,48,25,25,26,57,53,55,51,56,60,59,73,61,81,59,Medium,Medium,Right,3,2,M,
Marcel Pięczek,Poland,Puszcza,LB,22,61,65,33,57,55,55,64,66,64,49,31,61,26,35,43,68,65,66,56,57,54,45,49,43,65,56,65,68,56,Low,High,Left,1,2,M,
Diego Pineda,Mexico,Dundee FC,ST,28,61,51,67,43,59,28,56,47,55,59,71,39,53,67,47,32,39,46,59,66,59,52,14,63,17,66,47,71,29,Medium,Medium,Right,3,2,M,
Gonzalo Piñeiro,Argentina,Estudiantes,CM,23,61,63,54,62,61,49,63,62,64,42,50,65,46,48,63,52,58,55,58,72,57,59,32,51,55,61,76,65,44,Medium,Medium,Right,3,3,M,
Maksymilian Pingot,Poland,Lech Poznań,CB,20,61,62,32,44,38,60,71,66,58,32,28,61,39,44,33,28,33,35,44,61,54,49,57,58,57,74,66,77,61,Medium,High,Left,2,2,M,
Virgile Pinson,France,FC Botoșani,LW,27,61,70,61,53,62,21,42,72,69,60,64,48,48,67,54,54,48,56,66,74,59,52,20,60,18,57,44,44,29,Medium,Medium,Right,4,3,M,
Simon Pirkl,Austria,Blau-Weiss Linz,LWB,26,61,64,28,50,53,58,63,67,62,35,24,51,20,23,47,52,29,33,45,76,60,47,59,46,57,56,75,59,58,Medium,Medium,Left,3,2,M,
Wiktor Pleśnierowicz,Poland,Warta Poznań,CB,22,61,63,28,40,35,61,66,61,65,23,24,44,29,36,33,27,25,32,53,62,48,41,59,57,57,69,54,72,67,Medium,Medium,Right,2,2,M,
Dante Polvara,United States,Aberdeen,CDM,23,61,59,48,54,62,55,69,65,54,54,48,62,36,41,56,36,37,35,55,70,58,50,58,45,48,63,65,74,61,Medium,Medium,Right,4,2,M,
Paris Polykarpou,Cyprus,Apoel FC,CDM,23,61,63,33,51,45,59,63,64,63,37,29,58,28,39,43,41,32,40,59,65,53,49,55,52,57,59,72,59,62,Low,Medium,Right,3,2,M,
Álvaro Preciado,Ecuador,Barcelona SC,GK,25,61,59,58,63,12,31,59,30,32,9,15,10,7,8,40,7,11,9,38,42,56,40,16,12,14,51,22,55,23,Medium,Medium,Right,3,1,M,63
Branco Provoste,Chile,Ñublense,CAM,23,61,68,50,58,64,43,51,70,66,60,50,58,47,62,59,49,55,56,80,67,54,59,47,40,42,48,59,51,44,Medium,Medium,Right,3,3,M,
Christy Pym,England,Mansfield Town,GK,28,61,60,60,60,19,45,60,43,48,11,13,39,17,23,42,11,33,15,47,64,56,48,14,15,17,46,28,44,21,Medium,Medium,Right,4,1,M,61
Lirim Qamili,Albania,Hvidovre IF,ST,25,61,71,58,53,62,28,61,73,70,58,60,46,54,48,55,54,46,52,64,63,57,60,25,57,25,70,60,64,50,Medium,Medium,Left,2,3,M,
Mohammed Qasem,Saudi Arabia,Al Nassr,LB,28,61,74,56,55,65,55,70,73,74,61,50,53,46,43,56,61,45,47,72,79,52,61,55,51,57,70,72,71,67,High,Medium,Left,2,3,M,
Sebastián Quintana,Paraguay,Olimpia,CM,20,61,62,56,58,63,55,60,60,63,57,57,61,45,53,59,51,55,42,54,69,60,53,56,51,55,57,67,59,53,Medium,Medium,Left,3,2,M,
Apuia,India,Mumbai City FC,CM,22,61,65,47,53,60,57,73,68,63,55,49,60,31,40,55,40,39,43,70,71,57,49,63,47,56,65,86,74,57,Medium,High,Right,3,2,M,
Dion Rankine,England,Exeter City,RWB,20,61,89,49,57,59,54,45,90,88,55,48,55,54,53,54,56,50,65,83,68,46,54,48,46,51,53,66,35,42,Medium,Medium,Right,4,3,M,
Nils Reichmuth,Switzerland,FC Zürich,CAM,21,61,66,53,62,57,39,56,65,67,63,55,62,46,46,64,56,46,50,61,71,63,48,42,47,41,52,65,53,51,Medium,Medium,Left,3,3,M,
Guillermo Rendón,Ecuador,Barcelona SC,LB,21,61,69,44,54,58,56,59,69,69,44,44,56,46,55,47,56,44,46,73,92,60,45,62,55,50,63,71,58,47,Medium,Medium,Left,3,2,M,
Lewis Richardson,England,Burnley,ST,20,61,66,60,47,62,26,53,70,63,62,62,43,58,57,52,38,34,52,65,71,54,61,19,60,18,65,61,56,31,Medium,Medium,Right,3,2,M,
Joe-Joe Richardson,United States,SV Sandhausen,CAM,21,61,63,53,60,58,47,61,59,66,61,54,61,48,45,61,57,49,53,71,67,61,57,48,35,51,47,75,58,52,High,Medium,Right,4,2,M,
Manu Rico,Spain,SD Huesca,LM,20,61,64,59,57,67,36,53,62,66,57,60,58,57,59,56,60,44,50,62,75,41,52,28,48,35,54,60,55,39,Medium,Medium,Left,2,3,M,
Liam Ridehalgh,England,Bradford City,LB,32,61,65,50,56,53,56,69,67,64,55,45,54,33,42,51,60,55,54,73,72,58,54,58,51,55,62,73,64,76,Medium,Medium,Left,3,2,M,
Alan Riquelme,Chile,Palestino,LB,19,61,66,42,52,58,58,55,65,67,53,49,51,28,36,52,55,27,32,53,75,58,63,55,51,57,55,64,53,47,Medium,Medium,Left,4,2,M,
Víctor Rivarola,Paraguay,Guaraní,ST,21,61,73,54,55,62,20,65,72,73,61,53,54,44,58,52,56,25,48,74,68,62,58,15,63,18,73,65,64,63,High,Low,Left,3,2,M,
Scott Robertson,Scotland,Fleetwood Town,CM,22,61,71,54,59,64,56,63,72,70,61,53,61,30,51,58,48,63,60,73,83,55,60,56,39,59,54,68,58,72,Medium,Medium,Left,3,2,M,
Ethan Robson,England,MK Dons,CM,26,61,63,57,62,61,59,59,65,62,58,55,64,52,49,63,59,60,56,71,69,59,60,58,54,60,62,51,63,60,Medium,Medium,Left,3,2,M,
Yomar Rocha,Bolivia,Bolívar,RWB,20,61,72,43,57,58,54,56,73,71,52,40,61,44,47,44,58,55,45,75,70,59,55,62,45,53,58,60,55,55,Medium,Medium,Right,3,3,M,
Agustín Rodríguez,Argentina,Lanús,CAM,19,61,68,43,60,65,40,41,73,63,57,44,63,46,50,62,52,50,46,74,68,56,55,29,33,49,38,54,34,44,Medium,Medium,Right,3,3,M,
Nahuel Rodríguez,Peru,UCV,RM,21,61,65,51,58,61,29,41,69,61,58,56,58,40,55,52,60,38,42,53,93,50,50,24,42,30,39,53,38,35,High,Medium,Right,3,3,M,
Adrián,Argentina,D. Alavés,GK,22,61,58,59,63,14,30,63,28,32,4,8,21,7,12,37,13,11,11,31,30,55,35,13,11,13,55,19,66,27,Medium,Medium,Right,3,1,M,61
José David Romero,Argentina,Talleres,ST,20,61,58,65,44,62,21,48,62,55,66,68,39,53,67,47,38,43,49,66,60,64,64,17,55,22,50,55,44,47,High,Medium,Right,3,2,M,
Lachlan Rose,Australia,Macarthur FC,ST,24,61,80,58,53,57,47,63,83,77,62,59,47,52,50,54,54,47,55,78,72,63,56,49,59,44,72,77,56,62,High,High,Right,3,3,M,
Jack Rose,England,Sutton United,GK,28,61,61,58,59,18,42,60,41,43,10,14,39,15,29,42,15,19,11,32,35,57,49,15,15,19,48,29,45,25,Medium,Medium,Right,3,1,M,62
Martin Ove Roseth,Norway,Lillestrøm SK,CB,25,61,69,30,47,44,61,65,65,72,26,28,55,26,33,36,42,28,45,66,50,60,51,60,58,58,67,62,69,56,Medium,Medium,Left,3,2,M,
Francesco Rossi,Italy,Bergamo Calcio,GK,32,61,63,62,63,21,22,60,22,21,11,11,12,16,14,22,19,22,22,55,40,48,42,27,14,16,33,22,25,14,Medium,Medium,Right,2,1,M,62
Tim Rossmann,Germany,Karlsruher SC,ST,19,61,84,59,52,69,27,51,79,88,59,60,45,58,44,45,53,36,57,77,76,59,49,19,43,27,58,55,56,30,Medium,Medium,Left,3,3,M,
Sean Roughan,Republic of Ireland,Lincoln City,LWB,20,61,64,33,50,49,59,67,63,64,40,31,49,32,42,46,53,31,49,48,57,56,53,59,56,60,75,71,68,56,Medium,High,Left,3,2,M,
Tate Russell,Australia,WS Wanderers,RB,24,61,80,46,55,57,54,63,82,78,55,45,51,40,42,54,59,44,58,74,73,56,55,55,50,54,70,71,60,58,Medium,Medium,Right,3,2,M,
Rijad Sadiku,Bosnia and Herzegovina,FC Botoșani,CB,23,61,57,32,47,45,60,69,60,55,23,27,55,33,37,39,30,39,38,59,53,51,53,56,63,60,75,54,79,61,Medium,Medium,Right,3,2,M,
Hussain Salem,Saudi Arabia,Al Tai,LB,26,61,72,25,52,58,56,70,73,72,50,20,53,22,38,51,56,34,35,61,75,53,43,59,48,54,68,72,71,67,Medium,Medium,Left,3,2,M,
Edilson Salinas,Argentina,Godoy Cruz,GK,21,61,61,60,63,20,27,64,29,23,6,6,32,7,20,39,10,10,22,38,28,45,25,20,15,20,56,23,65,27,Medium,Medium,Right,2,1,M,61
Daniel Samek,Czech Republic,Lecce,CDM,19,61,54,64,67,67,53,59,56,53,52,64,70,70,59,61,67,66,63,59,70,59,64,55,56,48,59,65,58,54,Medium,Medium,Right,4,2,M,
Alex Samuel,Wales,Ross County,ST,28,61,82,59,51,64,33,68,81,83,59,60,44,54,60,56,48,43,46,74,72,56,57,28,58,27,75,79,65,60,Medium,High,Right,3,2,M,
Sidi Sané,Germany,Braunschweig,RW,20,61,68,56,57,68,43,56,67,69,54,58,53,52,58,52,59,58,56,68,58,58,52,41,50,42,62,52,64,39,Medium,Medium,Right,3,3,M,
